Article,Headlines,is_sarcasm
https://local.theonion.com/every-day-garbage-day-for-garbage-man-1843129175,Every Day Garbage Day For Garbage Man,1
https://local.theonion.com/every-day-garbage-day-for-garbage-man-1843129175,Every Day Garbage Day For Garbage Man,1
https://ogn.theonion.com/every-question-we-ve-been-dying-to-answer-about-the-fi-1841646784,"Every Question Weve Been Dying To Answer About The Final Fantasy 7 Remake, Plus A Few Things Wed Like To Know About What Happens After We Die",1
https://ogn.theonion.com/every-question-we-ve-been-dying-to-answer-about-the-fi-1841646784,"Every Question Weve Been Dying To Answer About The Final Fantasy 7 Remake, Plus A Few Things Wed Like To Know About What Happens After We Die",1
https://www.huffpost.com/entry/adele-weight-loss_n_5eb2d246c5b6ef10d8b5d3ee,Every Time A Celebrity Loses Weight Im Reminded Of How Messed Up My Body Image Is,0
https://www.huffpost.com/entry/coronavirus-changed-work-email_l_5eb03824c5b66ee76aef5c50,Everyones Writing The Same Coronavirus Email Greeting. Do This Instead.,0
https://ogn.theonion.com/everything-you-need-to-know-about-half-life-alyx-1842477342,Everything You Need To Know About Half-Life: Alyx,1
https://ogn.theonion.com/everything-you-need-to-know-about-half-life-alyx-1842477342,Everything You Need To Know About Half-Life: Alyx,1
https://ogn.theonion.com/everything-you-need-to-know-about-half-life-alyx-1842477342,Everything You Need To Know About Half-Life: Alyx,1
https://ogn.theonion.com/everything-you-need-to-know-about-half-life-alyx-1842477342,Everything You Need To Know About Half-Life: Alyx,1
https://ogn.theonion.com/everything-you-need-to-know-about-nioh-2-1842313454,Everything You Need To Know About Nioh 2,1
https://ogn.theonion.com/everything-you-need-to-know-about-nioh-2-1842313454,Everything You Need To Know About Nioh 2,1
https://ogn.theonion.com/everything-you-need-to-know-about-resident-evil-3-1840462929,Everything You Need To Know About Resident Evil 3,1
https://ogn.theonion.com/everything-you-need-to-know-about-valorant-1843043087,Everything You Need To Know About Valorant,1
https://ogn.theonion.com/everything-you-need-to-know-about-valorant-1843043087,Everything You Need To Know About Valorant,1
https://ogn.theonion.com/everything-you-need-to-know-about-valorant-1843043087,Everything You Need To Know About Valorant,1
https://ogn.theonion.com/everything-you-need-to-know-about-valorant-1843043087,Everything You Need To Know About Valorant,1
https://www.huffpost.com/entry/lost-job-coronavirus-what-to-know_l_5e8e0d69c5b6dc6989b14ee8,Everything You Need To Know If Youve Lost Your Job Due To Coronavirus,0
https://ogn.theonion.com/excitement-builds-around-new-playstation-after-leaked-i-1841263386,Excitement Builds Around New PlayStation After Leaked Images May Show Your Long-Lost Father Holding A PS5,1
https://ogn.theonion.com/excitement-builds-around-new-playstation-after-leaked-i-1841263386,Excitement Builds Around New PlayStation After Leaked Images May Show Your Long-Lost Father Holding A PS5,1
https://www.huffpost.com/entry/william-cohen-donald-trump-dictatorship_n_5edb4594c5b6da5b9890ea57,Ex-Defense Secretary: White House Leading Us Down The Trail Toward A Dictatorship,0
https://local.theonion.com/exhausted-parents-struggling-to-limit-child-s-time-usin-1843185154,Exhausted Parents Struggling To Limit Childs Time Using Gun,1
https://local.theonion.com/exhausting-every-other-way-to-pass-time-couple-begins-1842735158,"Exhausting Every Other Way To Pass Time, Couple Begins Ranking Their Lamps",1
https://entertainment.theonion.com/experts-unable-to-determine-why-someone-as-rich-as-just-1841270930,Experts Unable To Determine Why Someone As Rich As Justin Bieber Even Needs To Believe In God Anymore,1
https://www.huffpost.com/entry/unemployment-benefits-coronavirus_n_5ed98422c5b645f05860b21a,"Extra Jobless Pay Helps People Eat, Says Budget Report Likely Dooming The Benefits",0
https://www.huffpost.com/entry/voa-cdc-trump-usgma-michael-pack-seb-gorka_n_5ee83716c5b693c5d0de3c18,Ex-Trump Aide Sebastian Gorka May Get Role Atop Voice Of America: Report,0
https://www.huffpost.com/entry/voa-cdc-trump-usgma-michael-pack-seb-gorka_n_5ee83716c5b693c5d0de3c18,Ex-Trump Aide Sebastian Gorka May Get Role Atop Voice Of America: Report,0
https://www.theonion.com/faa-restricts-passenger-jets-to-flying-no-more-than-15-1842162110,FAA Restricts Passenger Jets To Flying No More Than 15 Feet Above Ground,1
https://www.theonion.com/faa-restricts-passenger-jets-to-flying-no-more-than-15-1842162110,FAA Restricts Passenger Jets To Flying No More Than 15 Feet Above Ground,1
https://www.huffpost.com/entry/trump-campaign-nazi-triangle-facebook-ads_n_5eebad56c5b69bcc41d68113,Facebook Takes Down Trump Campaign Ads Featuring Nazi Iconography,0
https://www.huffpost.com/entry/facebook-state-controlled-media-label_n_5ed92a7ac5b6a832ca8bda5e,Facebook To Label State-Controlled Media Organizations,0
https://local.theonion.com/fact-that-man-being-criticized-just-goes-to-prove-his-p-1842213659,Fact That Man Being Criticized Just Goes To Prove His Point,1
https://www.huffpost.com/entry/puritan-medical-products-swabs-maine-trump-maskless_n_5edc1087c5b64a0af20f2083,Factory Discarding COVID-19 Swabs Produced During Trumps Unmasked Tour: Report,0
https://www.huffpost.com/entry/melania-trump-tulsa-rally-colbert-laura-benanti_n_5ef1cb87c5b69aeb41d3accb,Fake Melania Fears Shes Next Lifeless Monument To White Supremacy To Be Torn Down,0
https://local.theonion.com/family-can-trace-ancestry-back-to-whatever-the-hell-gra-1843444469,Family Can Trace Ancestry Back To Whatever The Hell Grandma Was Talking About,1
https://local.theonion.com/family-increasingly-terrified-that-ghost-haunting-house-1843702209,Family Increasingly Terrified That Ghost Haunting House Might Be Pedophile,1
https://www.huffpost.com/entry/boogaloo-carrillo-oakland-murder-dave-underwood_n_5ee9378cc5b6fdae7db88f2a,Far-Right Boogaloo Supporter Charged With Murder In Deaths Of Officers,0
https://www.huffpost.com/entry/anthony-fauci-racehorse_n_5ed91ff6c5b61639950d9900,Fauci The Racehorse Tries To Lock Down A Victory At Belmont Park,0
https://www.huffpost.com/entry/anthony-fauci-anti-science-coronavirus_n_5eec2e7ec5b6f2720db35fe1,Fauci Warns Of Troubling Anti-Science Beliefs As Nation Battles Coronavirus,0
https://www.theonion.com/fbi-warns-against-american-dream-scam-1841637702,FBI Warns Against American Dream Scam,1
https://www.huffpost.com/entry/black-lives-matter-masks-coronavirus-postal-service_n_5eda7c7cc5b66ef1a924730d,Federal Agents Release Coronavirus Masks Seized From Black Lives Matter Protesters,0
https://www.theonion.com/federal-government-reinstitutes-practice-of-spanking-cr-1841889597,Federal Government Reinstitutes Practice Of Spanking Criminals As Punishment,1
https://www.huffpost.com/entry/federal-prison-sort-bop-dc_n_5eeb774ec5b6c8594c7f2679,Federal Prison Riot Team That Patrolled D.C. Streets Injured Colleagues In Training Exercises,0
https://politics.theonion.com/federal-reserve-takes-drastic-action-by-pumping-1-5-tr-1842301038,Federal Reserve Takes Drastic Action By Pumping $1.5 Trillion Into The Ether,1
https://www.theonion.com/federal-reserve-to-infuse-wall-street-with-500-billion-1843019258,Federal Reserve To Infuse Wall Street With $500 Billion Worth Of Cocaine,1
https://www.theonion.com/federal-reserve-to-infuse-wall-street-with-500-billion-1843019258,Federal Reserve To Infuse Wall Street With $500 Billion Worth Of Cocaine,1
https://www.theonion.com/federal-reserve-to-infuse-wall-street-with-500-billion-1843019258,Federal Reserve To Infuse Wall Street With $500 Billion Worth Of Cocaine,1
https://www.huffpost.com/entry/ferguson-missouri-first-black-mayor_n_5ed704bfc5b67913aa26af25,Ferguson Just Elected Its First Black Mayor,0
https://www.huffpost.com/entry/worksharing-short-time-compensation-ppp_n_5eab7971c5b62da419eee5e8,"Few Companies Offer Worksharing, But It Could Come In Handy As COVID-19 Drags On",0
https://www.theonion.com/fiat-recalls-more-than-10-000-cars-for-not-looking-smal-1842384156,"Fiat Recalls More Than 10,000 Cars For Not Looking Small And Weird Enough",1
https://www.huffpost.com/entry/john-boyega-black-lives-matter-speech-filmmakers_n_5ed8ca0cc5b60050eb284bf1,Filmmakers Rally Behind John Boyegas Stirring F**k That Speech Against Racism,0
https://www.huffpost.com/entry/william-barr-misleading-statements-us-attorney_n_5ef0d99fc5b68f12e4e52c01,Firing Of U.S. Attorney Highlights William Barrs Pattern Of Misleading Statements,0
https://entertainment.theonion.com/flashback-8-mind-blowing-photos-of-jessica-alba-before-1843391373,Flashback! 8 Mind-Blowing Photos Of Jessica Alba Before She Was Famous,1
https://entertainment.theonion.com/flashback-8-mind-blowing-photos-of-jessica-alba-before-1843391373,Flashback! 8 Mind-Blowing Photos Of Jessica Alba Before She Was Famous,1
https://www.theonion.com/florida-governor-deploys-national-guard-to-force-reside-1843824913,"Florida Governor Deploys National Guard To Force Residents Back Into Malls, Movie Theaters",1
https://www.huffpost.com/entry/ron-desantis-hispanic-day-workers-covid-19-spike_n_5eed8a22c5b63562b7603ec0,Florida Governor Ripped For Trying To Pin COVID-19 Spike On Hispanic Workers,0
https://www.huffpost.com/entry/florida-covid-19-record-gop-convention_n_5ee565f2c5b6eca250688d8c,Florida Hits Biggest Daily COVID-19 Jump As It Gears Up For GOP Convention,0
https://www.huffpost.com/entry/florida-record-coronavirus-cases_n_5eebb203c5b6fb7ffc864e13,Florida Sees Record Number Of Coronavirus Cases As Experts Eye Possible New Epicenter,0
https://www.theonion.com/ford-delays-launch-of-new-bronco-to-avoid-o-j-simpson-1844131082,Ford Delays Launch Of New Bronco To Avoid O.J. Simpsons Birthday,1
https://www.theonion.com/ford-delays-launch-of-new-bronco-to-avoid-o-j-simpson-1844131082,Ford Delays Launch Of New Bronco To Avoid O.J. Simpsons Birthday,1
https://www.theonion.com/ford-delays-launch-of-new-bronco-to-avoid-o-j-simpson-1844131082,Ford Delays Launch Of New Bronco To Avoid O.J. Simpsons Birthday,1
https://www.theonion.com/ford-delays-launch-of-new-bronco-to-avoid-o-j-simpson-1844131082,Ford Delays Launch Of New Bronco To Avoid O.J. Simpsons Birthday,1
https://www.theonion.com/ford-delays-launch-of-new-bronco-to-avoid-o-j-simpson-1844131082,Ford Delays Launch Of New Bronco To Avoid O.J. Simpsons Birthday,1
https://www.theonion.com/ford-delays-launch-of-new-bronco-to-avoid-o-j-simpson-1844131082,Ford Delays Launch Of New Bronco To Avoid O.J. Simpsons Birthday,1
https://www.theonion.com/ford-delays-launch-of-new-bronco-to-avoid-o-j-simpson-1844131082,Ford Delays Launch Of New Bronco To Avoid O.J. Simpsons Birthday,1
https://www.theonion.com/ford-general-motors-to-begin-manufacturing-car-sized-v-1842919591,"Ford, General Motors To Begin Manufacturing Car-Sized Ventilators",1
https://www.theonion.com/ford-general-motors-to-begin-manufacturing-car-sized-v-1842919591,"Ford, General Motors To Begin Manufacturing Car-Sized Ventilators",1
https://www.theonion.com/ford-general-motors-to-begin-manufacturing-car-sized-v-1842919591,"Ford, General Motors To Begin Manufacturing Car-Sized Ventilators",1
https://www.theonion.com/ford-general-motors-to-begin-manufacturing-car-sized-v-1842919591,"Ford, General Motors To Begin Manufacturing Car-Sized Ventilators",1
https://www.theonion.com/former-dea-officer-pleads-guilty-to-posing-as-cia-agent-1844038186,Former DEA Officer Pleads Guilty To Posing As CIA Agent In Fraud Scheme,1
https://www.theonion.com/former-dea-officer-pleads-guilty-to-posing-as-cia-agent-1844038186,Former DEA Officer Pleads Guilty To Posing As CIA Agent In Fraud Scheme,1
https://www.theonion.com/former-dea-officer-pleads-guilty-to-posing-as-cia-agent-1844038186,Former DEA Officer Pleads Guilty To Posing As CIA Agent In Fraud Scheme,1
https://www.theonion.com/former-dea-officer-pleads-guilty-to-posing-as-cia-agent-1844038186,Former DEA Officer Pleads Guilty To Posing As CIA Agent In Fraud Scheme,1
https://www.theonion.com/former-dea-officer-pleads-guilty-to-posing-as-cia-agent-1844038186,Former DEA Officer Pleads Guilty To Posing As CIA Agent In Fraud Scheme,1
https://www.theonion.com/former-dea-officer-pleads-guilty-to-posing-as-cia-agent-1844038186,Former DEA Officer Pleads Guilty To Posing As CIA Agent In Fraud Scheme,1
https://www.theonion.com/former-dea-officer-pleads-guilty-to-posing-as-cia-agent-1844038186,Former DEA Officer Pleads Guilty To Posing As CIA Agent In Fraud Scheme,1
https://www.huffpost.com/entry/dea-spokesman-fraud-cia-doj_n_5ee25716c5b6125240fcf0b0,Former DEA Spokesman Admits To Posing As Deep-Cover CIA Agent In Fraud Scheme,0
https://www.huffpost.com/entry/mike-mullen-trump-military_n_5ed7292ec5b67913aa26bf10,Former Joint Chiefs Chairman Sounds Off On Trump: I Cannot Remain Silent,0
https://www.huffpost.com/entry/democrats-police-unions-george-floyd_n_5ed687cfc5b68dc7fbdd44da,Former Minneapolis Mayor: Democrats Shouldnt Be Afraid Of Police Unions,0
https://www.huffpost.com/entry/jean-kennedy-smith-jfk-sister-dead-92_n_5eeb9bbcc5b66743723436a5,Former U.S. Ambassador Jean Kennedy Smith Dies At 92,0
https://sports.theonion.com/fox-adds-highlighted-line-on-field-showing-women-how-fa-1841420031,FOX Adds Highlighted Line On Field Showing Women How Far Away They Should Stay From Tyreek Hill,1
https://www.huffpost.com/entry/fox-news-is-lying-about-seattles-autonomous-zone_n_5ee411bfc5b6426173ae6a3d,Fox News is Lying About Seattles Autonomous Zone,0
https://www.huffpost.com/entry/fox-news-john-roberts-donald-trump-tulsa-rally-coronavirus_n_5eedb755c5b69bae7d63db56,Fox News John Roberts Uses War Analogy To Describe Preparing For Trump Rally In Pandemic,0
https://www.huffpost.com/entry/fox-news-law-and-order_n_5ee9c2e6c5b6475fc47e4db6,Fox News Law & Order Hypocrisy Exposed In Blistering Daily Show Supercut,0
https://www.huffpost.com/entry/larry-kudlow-covid-19-spike-fox-news_n_5ee80c5cc5b65b5c5e646d8d,Fox News Presses Larry Kudlow On COVID-19 Spikes After He Declared No Second Wave,0
https://politics.theonion.com/frustrated-bloomberg-staffer-literally-just-aborted-fet-1842092411,Frustrated Bloomberg Staffer Literally Just Aborted Fetus For This Job,1
https://local.theonion.com/frustrated-dog-has-no-time-to-jerk-off-now-that-owner-h-1842396795,Frustrated Dog Has No Time To Jerk Off Now That Owner Home All Day,1
https://politics.theonion.com/frustrated-jared-kushner-doesn-t-get-why-everyone-in-me-1842315981,Frustrated Jared Kushner Doesnt Get Why Everyone In Media Attacking His Qualifications Like They Didnt Just Get Jobs Through Nepotism Too,1
https://ogn.theonion.com/gabe-newell-reveals-to-half-life-fans-that-they-are-i-1839985590,Gabe Newell Reveals To Half-Life Fans That They Are In Hell And He Is Their Devilish Master,1
https://www.huffpost.com/entertainment/topic/game-of-thrones,GAME OF THRONES,0
https://www.huffpost.com/entry/game-of-thrones-stars-reunite-to-play-an-actual-game-of-thrones_n_5ee38d51c5b6cac560da0361,Game Of Thrones Stars Reunite To Play An Actual Game Of Thrones,0
https://ogn.theonion.com/gamers-behold-the-one-the-texts-predicted-who-will-un-1840362650,"Gamers Behold: The One The Texts Predicted, Who Will Unite The Gamer Tribes And Crush Our Enemies Underfoot, Has Been Born",1
https://ogn.theonion.com/gaming-is-finally-growing-up-this-xbox-one-is-wearing-1841635256,Gaming Is Finally Growing Up: This Xbox One Is Wearing A Suit And Tie,1
https://ogn.theonion.com/gaming-is-finally-growing-up-this-xbox-one-is-wearing-1841635256,Gaming Is Finally Growing Up: This Xbox One Is Wearing A Suit And Tie,1
https://local.theonion.com/garlic-clove-concerned-about-being-deployed-into-water-1843563546,Garlic Clove Concerned About Being Deployed Into Water Glass With No Real Exit Strategy,1
https://www.huffpost.com/news/topic/george-conway,GEORGE CONWAY,0
https://www.huffpost.com/entry/lincoln-project-trump-military_n_5ed84a29c5b6ea15610b2f0e,George Conways Group Says Coward Trump Just Became What We Always Feared,0
https://www.huffpost.com/entry/george-floyd-coronavirus-police_n_5edac50ac5b685414767bf58,George Floyd Survived The Coronavirus. Then The Police Killed Him.,0
https://www.huffpost.com/entry/george-floyd-daughter-gianna-floyd-stephen-jackson_n_5ed7a444c5b6f8b2ac14a83c,George Floyds 6-Year-Old Daughter In Viral Video: Daddy Changed The World,0
https://www.huffpost.com/entry/george-floyds-brother-to-congress-stop-the-pain_n_5ee0fcc3c5b6ec1204af60c3,George Floyds Brother To Congress: Stop The Pain,0
https://www.huffpost.com/entry/george-floyd-family-cup-foods_n_5ed7d094c5b61449018d8cca,George Floyds Son Visits Site Where Father Was Killed: We Want Justice,0
https://www.huffpost.com/entry/george-w-bush-george-floyd-statement_n_5ed6b891c5b6aeffb9d28d15,"George W. Bush: George Floyds Death Means Its Time To Listen, Not Lecture",0
https://politics.theonion.com/georgia-governor-argues-that-closing-state-s-beaches-an-1842709493,Georgia Governor Argues That Closing States Beaches An Attack On Citizens Fundamental Right To Get Wet N Wild,1
https://politics.theonion.com/georgia-governor-argues-that-closing-state-s-beaches-an-1842709493,Georgia Governor Argues That Closing States Beaches An Attack On Citizens Fundamental Right To Get Wet N Wild,1
https://politics.theonion.com/georgia-governor-argues-that-closing-state-s-beaches-an-1842709493,Georgia Governor Argues That Closing States Beaches An Attack On Citizens Fundamental Right To Get Wet N Wild,1
https://politics.theonion.com/georgia-governor-argues-that-closing-state-s-beaches-an-1842709493,Georgia Governor Argues That Closing States Beaches An Attack On Citizens Fundamental Right To Get Wet N Wild,1
https://politics.theonion.com/georgia-governor-argues-that-closing-state-s-beaches-an-1842709493,Georgia Governor Argues That Closing States Beaches An Attack On Citizens Fundamental Right To Get Wet N Wild,1
https://www.huffpost.com/entry/georgia-election-2020-disaster-chaos_n_5ee13fc7c5b6ccc10e2e19aa,Georgias Primary Election Was A National Scandal,0
https://sports.theonion.com/german-soccer-league-simulates-presence-of-fans-by-pump-1843591435,German Soccer League Simulates Presence Of Fans By Pumping Racial Slurs Into Stadiums,1
https://sports.theonion.com/giannis-antetokounmpo-to-take-off-next-3-seasons-with-s-1841610005,Giannis Antetokounmpo To Take Off Next 3 Seasons With Standard European Paternity Leave,1
https://sports.theonion.com/giannis-antetokounmpo-to-take-off-next-3-seasons-with-s-1841610005,Giannis Antetokounmpo To Take Off Next 3 Seasons With Standard European Paternity Leave,1
https://sports.theonion.com/giannis-antetokounmpo-to-take-off-next-3-seasons-with-s-1841610005,Giannis Antetokounmpo To Take Off Next 3 Seasons With Standard European Paternity Leave,1
https://local.theonion.com/girlfriend-making-playlist-of-bands-you-might-like-to-a-1842268055,Girlfriend Making Playlist Of Bands You Might Like To Associate With Her Forever,1
https://www.huffpost.com/entry/rudy-giuliani-black-lives-matter-house_n_5ef1decac5b6de87f9f0f704,Giuliani Says Black Lives Matter Wants To Take Your House Away From You,0
https://local.theonion.com/global-pandemic-that-has-killed-thousands-giving-woman-1842528634,Global Pandemic That Has Killed Thousands Giving Woman Just The Push She Needed To Organize Tupperware Cabinet,1
https://local.theonion.com/god-bless-our-heroes-written-where-tip-should-be-1843395005,God Bless Our Heroes! Written Where Tip Should Be,1
https://www.theonion.com/god-in-critical-condition-1841815483,God In Critical Condition,1
https://www.theonion.com/god-possesses-pope-francis-s-body-spins-head-around-in-1842459616,"God Possesses Pope Franciss Body, Spins Head Around In Miraculous Sunday Mass",1
https://www.theonion.com/god-possesses-pope-francis-s-body-spins-head-around-in-1842459616,"God Possesses Pope Franciss Body, Spins Head Around In Miraculous Sunday Mass",1
https://sports.theonion.com/golden-boy-boxing-applies-for-ppe-loan-to-continue-payi-1843318454,Golden Boy Boxing Applies For PPP Loan To Continue Paying Off Judges,1
https://sports.theonion.com/golden-boy-boxing-applies-for-ppe-loan-to-continue-payi-1843318454,Golden Boy Boxing Applies For PPP Loan To Continue Paying Off Judges,1
https://ogn.theonion.com/good-news-final-fantasy-fans-looks-like-they-made-a-1843563767,"Good News, Final Fantasy Fans: Looks Like They Made A Bunch Of Those Things",1
https://www.huffpost.com/entry/amanda-chase-jennifer-mcclellan-virginia-governor-election_n_5eed0f62c5b6d30db98988e1,GOP Candidate Says Black Democratic Opponent Is NOT For ALL Virginians,0
https://www.huffpost.com/entry/gop-congressman-risk-lose-seat-gay-wedding_n_5ee28807c5b64adcfb1adbff,GOP Congressman At Risk Of Losing Seat After Officiating Gay Wedding,0
https://www.huffpost.com/entry/gop-congressman-risk-lose-seat-gay-wedding_n_5ee28807c5b64adcfb1adbff,GOP Congressman At Risk Of Losing Seat After Officiating Gay Wedding,0
https://www.huffpost.com/entry/gop-cowards-meidas-touch-ad_n_5ee9f530c5b670a2f40edfb0,GOP Cowardice On Trump Takes Center Stage In Scathing New Supercut,0
https://www.huffpost.com/entry/republican-voters-against-trump-carnage_n_5ed73872c5b67913aa26c2ea,GOP Group Scorches Trump On Fox News With Call To End His American Carnage,0
https://www.huffpost.com/entry/gop-oklahoma-senator-donald-trump-rally-warning_n_5eeb2723c5b62f0dd234b5bc,GOP Senator Tells Trump Fans At High Risk For Coronavirus To Skip Rally,0
https://www.huffpost.com/entry/black-unemployment-covid-trump-pe_n_5ee39eaac5b639dabca9b828,GOP Senator Touts Low Black Unemployment As Black Unemployment Hits 10-Year Peak,0
https://www.huffpost.com/entry/gop-sheriff-coronavirus-white-house_n_5eeb5391c5b609f5b6d90af8,GOP Sheriff Who Refused To Enforce Coronavirus Lockdown Tests Positive At White House,0
https://www.huffpost.com/entry/gop-state-senator-coronavirus-offensive-question_n_5ee1e723c5b686515e93ae4f,GOP State Senator Asks If Black People Get Coronavirus From Lax Handwashing,0
https://www.huffpost.com/entry/gop-state-senator-coronavirus-offensive-question_n_5ee1e723c5b686515e93ae4f,GOP State Senator Asks If Black People Get Coronavirus From Lax Handwashing,0
https://politics.theonion.com/gop-urges-end-of-quarantine-for-lifeless-bipedal-automa-1842461351,GOP Urges End Of Quarantine For Lifeless Bipedal Automatons That Make Economy Go,1
https://politics.theonion.com/gop-urges-end-of-quarantine-for-lifeless-bipedal-automa-1842461351,GOP Urges End Of Quarantine For Lifeless Bipedal Automatons That Make Economy Go,1
https://politics.theonion.com/gop-urges-end-of-quarantine-for-lifeless-bipedal-automa-1842461351,GOP Urges End Of Quarantine For Lifeless Bipedal Automatons That Make Economy Go,1
https://politics.theonion.com/gop-urges-end-of-quarantine-for-lifeless-bipedal-automa-1842461351,GOP Urges End Of Quarantine For Lifeless Bipedal Automatons That Make Economy Go,1
https://www.huffpost.com/entry/you-should-use-vacation-time_n_5ec829f1c5b6ecf2e33e11b9,"Got Vacation Time? You Should Use It, Especially Now.",0
https://www.huffpost.com/entry/you-should-use-vacation-time_n_5ec829f1c5b6ecf2e33e11b9,"Got Vacation Time? You Should Use It, Especially Now.",0
https://sports.theonion.com/governor-upset-barber-would-be-so-reckless-as-to-get-ne-1843610342,Governor Upset Barber Would Be So Reckless As To Get Near Ben Roethlisberger,1
https://ogn.theonion.com/greatest-video-game-weapons-of-all-time-1841940404,Greatest Video Game Weapons Of All Time,1
https://ogn.theonion.com/greatest-video-game-weapons-of-all-time-1841940404,Greatest Video Game Weapons Of All Time,1
https://www.theonion.com/green-giant-takes-a-stand-against-gun-violence-1842298137,Green Giant Takes A Stand Against Gun Violence,1
https://sports.theonion.com/gronkowski-breaks-6-tackles-on-way-out-of-neurology-cli-1843007131,Gronkowski Breaks 6 Tackles On Way Out Of Neurology Clinic To Finalize Trade With Tampa Bay,1
https://sports.theonion.com/gronkowski-breaks-6-tackles-on-way-out-of-neurology-cli-1843007131,Gronkowski Breaks 6 Tackles On Way Out Of Neurology Clinic To Finalize Trade With Tampa Bay,1
https://sports.theonion.com/gronkowski-breaks-6-tackles-on-way-out-of-neurology-cli-1843007131,Gronkowski Breaks 6 Tackles On Way Out Of Neurology Clinic To Finalize Trade With Tampa Bay,1
https://sports.theonion.com/gronkowski-breaks-6-tackles-on-way-out-of-neurology-cli-1843007131,Gronkowski Breaks 6 Tackles On Way Out Of Neurology Clinic To Finalize Trade With Tampa Bay,1
https://www.huffpost.com/entry/bill-barr-national-guard-peaceful-protesters-eleanor-holmes-norton_n_5edec67dc5b601aa32429385,"Guardsman Told Barr Protest Was Peaceful Before Violent Attack, Lawmaker Says",0
https://local.theonion.com/guests-spit-mouthfuls-of-tuna-into-buckets-at-starkist-1842312475,Guests Spit Mouthfuls Of Tuna Into Buckets At StarKist Cannery Tour Tasting Room,1
https://www.huffpost.com/entry/gwyneth-paltrow-new-orgasm-candle-jimmy-fallon_n_5eea01d6c5b632dbe0e1d5d1,Gwyneth Paltrow Reveals What The Follow-Up To Her Vagina Candle Smells Like,0
https://www.huffpost.com/entry/gwyneth-paltrow-new-orgasm-candle-jimmy-fallon_n_5eea01d6c5b632dbe0e1d5d1,Gwyneth Paltrow Reveals What The Follow-Up To Her Vagina Candle Smells Like,0
https://www.huffpost.com/entry/zoom-bombing-aa-meetings_n_5e90d1b7c5b6b4e8e61e2cd9,Hackers Are Trolling My Virtual Recovery Meetings With Racist Attacks And I Dont Feel Safe,0
https://local.theonion.com/half-hour-of-constant-rubbing-somehow-fails-to-soothe-i-1843706404,Half Hour Of Constant Rubbing Somehow Fails To Soothe Irritated Eye,1
https://www.huffpost.com/entry/katie-leung-cho-chang-harry-potter-jk-rowling_n_5ede51bcc5b682881f717a83,Harry Potter Actor Katie Leung Speaks Out For Trans Women Amid J.K. Rowling Backlash,0
https://www.huffpost.com/entry/harry-potter-stars-are-assembling-dumbledores-army-style-to-call-out-jk-rowling_n_5ee0de98c5b6cdc3fd432d6c,Harry Potter Stars Are Assembling Dumbledores Army-Style To Call Out J.K. Rowling,0
https://ogn.theonion.com/having-trouble-finding-the-coelacanth-in-animal-crossi-1842962138,"Having Trouble Finding The Coelacanth In Animal Crossing? And You Expect Us To Help You, After All Youve Done? It Would Be Beneath Us To Even Grant You Death, You Dog",1
https://ogn.theonion.com/having-trouble-finding-the-coelacanth-in-animal-crossi-1842962138,"Having Trouble Finding The Coelacanth In Animal Crossing? And You Expect Us To Help You, After All Youve Done? It Would Be Beneath Us To Even Grant You Death, You Dog",1
https://ogn.theonion.com/having-trouble-finding-the-coelacanth-in-animal-crossi-1842962138,"Having Trouble Finding The Coelacanth In Animal Crossing? And You Expect Us To Help You, After All Youve Done? It Would Be Beneath Us To Even Grant You Death, You Dog",1
https://ogn.theonion.com/having-trouble-finding-the-coelacanth-in-animal-crossi-1842962138,"Having Trouble Finding The Coelacanth In Animal Crossing? And You Expect Us To Help You, After All Youve Done? It Would Be Beneath Us To Even Grant You Death, You Dog",1
https://www.huffpost.com/entry/hbo-watchmen-for-free_n_5eeb9037c5b6472b3d47fdf0,HBO Is Now Letting You Watch Watchmen For Free,0
https://www.huffpost.com/entry/hbo-max-gone-with-the-wind_n_5ee0b363c5b6faafc92bae99,HBO Max Pulls Gone With The Wind For Racist Depictions,0
https://www.huffpost.com/entry/trump-tulsa-rally-coronavirus-dangerous_n_5ee61910c5b6734d8c9112ce,Health Expert Calls Trumps Tulsa Rally Extraordinarily Dangerous Move,0
https://www.huffpost.com/entry/trump-tulsa-rally-coronavirus-dangerous_n_5ee61910c5b6734d8c9112ce,Health Expert Calls Trumps Tulsa Rally Extraordinarily Dangerous Move,0
https://www.theonion.com/health-experts-say-coronavirus-originated-in-promiscuou-1843412503,Health Experts Say Coronavirus Originated In Promiscuous Bat Who Slept Around A Lot,1
https://www.theonion.com/health-experts-say-coronavirus-originated-in-promiscuou-1843412503,Health Experts Say Coronavirus Originated In Promiscuous Bat Who Slept Around A Lot,1
https://www.theonion.com/health-officials-warn-mysterious-voice-calling-for-peop-1843391845,Health Officials Warn Mysterious Voice Calling For People To Come Out And Play In Middle Of Night Could Be Coronavirus,1
https://www.theonion.com/health-officials-warn-mysterious-voice-calling-for-peop-1843391845,Health Officials Warn Mysterious Voice Calling For People To Come Out And Play In Middle Of Night Could Be Coronavirus,1
https://ogn.theonion.com/heartbreaking-photos-of-polar-bears-who-will-die-before-1835326558,Heartbreaking Photos Of Polar Bears Who Will Die Before The Next Metroid Prime If Nintendo Doesnt Get Their Shit Together,1
https://www.theonion.com/heavenly-sources-confirm-jesus-christ-will-transfer-to-1843674452,Heavenly Sources Confirm Jesus Christ Will Transfer To Iowa State University After Getting Grades Up,1
